"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Lflavo2a010506",1062.25941496748,-0.183948392586684,0.0655929621604583,-2.8043922172122,0.00504115393382932,0.0496529404961072
"Lflavo2a010507",33.6100321470284,-1.35413351118064,0.242598744624515,-5.58178284589444,2.38065503915522e-08,3.82877349011564e-06
"Lflavo2a002240",828.881984466505,-0.341486085713929,0.10196696208424,-3.34898754198257,0.00081107442555223,0.0125772395080813
"Lflavo2a002481",32.9005691698531,-0.528925146561322,0.166426900465687,-3.17812291811787,0.00148231893996023,0.0200817648929871
"Lflavo2a002484",482.741291844497,-0.483136107925596,0.12866742833907,-3.75492161584527,0.000173395734644727,0.00381267418091862
"Lflavo2a008511",3263.31501433044,-0.348311891931927,0.0598632974966948,-5.81845482118919,5.93941079383467e-09,1.19462287456138e-06
"Lflavo2a004744",49.7192838677859,-4.96977303708618,0.562565629202395,-8.83412135244082,1.00888083575148e-18,9.46498370740849e-16
"Lflavo2a009907",2.35291319944904,-1.62038687552599,0.490264406128062,-3.30512852916091,0.000949328543328586,0.0142690797607386
"Lflavo2a012451",2193.90378211548,-0.174210811610111,0.0619186862193002,-2.81354179565601,0.00489990159257252,0.0486018432856224
"Lflavo2a008988",104.244355402925,-0.410088543652888,0.13656592022332,-3.00286149708718,0.00267454121028138,0.0311697566722027
"Lflavo2a008687",358.874788127779,-0.165867884544486,0.0555418354946777,-2.98635943639962,0.00282320594512998,0.0323004598884892
"Lflavo2a012210",28.0683472288803,-0.756405560310253,0.190557871588819,-3.96942699875662,7.20456746781417e-05,0.00198043193293975
"Lflavo2a010856",4103.63704064898,-0.165157567252031,0.0426488485560886,-3.87249768384317,0.000107725699990259,0.00268313258958039
"Lflavo2a010857",11.7873444866142,-0.764223478606288,0.171369038868234,-4.45951896359705,8.21438055458111e-06,0.000391853797811331
"Lflavo2a010855",13.085693401728,-0.71505941087614,0.181890347172474,-3.93126640303842,8.4499574633536e-05,0.00222785997944812
"Lflavo2a002767",18.2846304364061,-0.673670728076576,0.164180872158429,-4.10322298340884,4.07434220283752e-05,0.00126709791490455
"Lflavo2a011733",748.609602845827,-0.247116358586485,0.0544311392284255,-4.5399813799494,5.62591962987293e-06,0.000289208233758491
"Lflavo2a011729",2287.60052748782,-0.249783697108686,0.0859338224184477,-2.90669831829876,0.00365265280169361,0.0393507801353748
"Lflavo2a011720",18.2515506265421,-1.22472085962968,0.232644054464195,-5.26435486370089,1.40682484626021e-07,1.55274844305857e-05
"Lflavo2a011723",1277.27364915416,-0.267297559253533,0.0908988733685723,-2.94060365489578,0.00327573381169042,0.0364409202094968
"Lflavo2a011764",11759.4640573736,-0.762631946222905,0.114346072715942,-6.66950712087359,2.5666392836698e-11,8.49859560457487e-09
"Lflavo2a004116",13210.4025300758,-0.219933543801765,0.0771377534402864,-2.85117901407407,0.00435574393370657,0.0447009710170178
"Lflavo2a004146",2996.2596294216,-1.17242579557713,0.243708582815997,-4.8107694116884,1.50350393129127e-06,0.000106455643135076
"Lflavo2a004186",1537.51190052895,-0.460965282258139,0.113249966510102,-4.07033482183873,4.69456172417299e-05,0.00140189325970131
"Lflavo2a004103",210.531209519981,-0.161757575520517,0.049043260453315,-3.29826308498589,0.000972849375615663,0.0145449379424716
"Lflavo2a004171",451.262645259664,-0.322930337344078,0.0698585379591572,-4.62263234785817,3.78900915847009e-06,0.000208081293200275
"Lflavo2a004165",2597.76390756096,-0.341612731458732,0.0879904814191401,-3.88238279810596,0.000103437874733128,0.00259933837889634
"Lflavo2a004141",45.8302328626462,-0.319426354185207,0.111277808327437,-2.87053060251951,0.00409783529362542,0.0427953893651531
"Lflavo2a007774",1683.93730304243,-0.422874065878282,0.122619194051712,-3.4486775838695,0.000563338906502469,0.00950834993913762
"Lflavo2a007779",236.02361368124,-0.382903444719284,0.119236520403194,-3.21129334724385,0.00132138971284882,0.0183656856632741
"Lflavo2a007777",19.5862509005258,-0.924026436052775,0.231726222552094,-3.98757821137418,6.67512021521183e-05,0.00187423502900476
"Lflavo2a007800",4425.05881508685,-0.232220277619781,0.0635506216848843,-3.65409922771873,0.000258086449066803,0.00523520224071003
"Lflavo2a001994",2740.01050155085,-0.29288026545944,0.0605964986555431,-4.83328693831469,1.34296999447367e-06,9.63003579476722e-05
"Lflavo2a003989",478.386279280891,-0.142125878652815,0.0479311956879719,-2.9652062005305,0.00302480111404702,0.0342587635230798
"Lflavo2a004046",24.5956283956295,-0.708426638204804,0.174937594699314,-4.04959631131583,5.13060597822314e-05,0.00149638243789731
"Lflavo2a006840",896.402437547878,-0.26868250409201,0.0742594193300503,-3.61816058509474,0.000296704286152892,0.0057991264817869
"Lflavo2a006829",83.6721189147662,-1.48680559767749,0.415290038830698,-3.58016195587974,0.000343381312726174,0.0064537342548769
"Lflavo2a006838",2239.67042505995,-0.965594139265202,0.212449973038641,-4.54504241847833,5.4924192013179e-06,0.000286266923002023
"Lflavo2a003824",47.7359389281922,-0.49980101274522,0.120584184817103,-4.14483054725042,3.40065089194518e-05,0.00111943063571693
"Lflavo2a003768",55.4253190292147,-0.41420957360881,0.118139692012931,-3.5060999952791,0.000454724351528955,0.00810013726188762
"Lflavo2a003771",930.283292839699,-0.216150264359582,0.0733307016189912,-2.94760938580197,0.00320241431779154,0.0357666472120011
"Lflavo2a003784",2838.86649598068,-0.436064119550652,0.114974602334647,-3.79269952403432,0.00014901843034657,0.00338919088654885
"Lflavo2a003770",484.063110012548,-0.249979563361303,0.0863222629836852,-2.89588751175985,0.00378087901518482,0.0404227311993834
"Lflavo2a003750",2007.89953606307,-0.420665586628992,0.0943262972185797,-4.45968514648885,8.20801419607449e-06,0.000391853797811331
"Lflavo2a004075",969.802465493158,-0.322502627921021,0.0846874471324079,-3.80815148928496,0.000140009495543329,0.00323660554584559
"Lflavo2a004082",24.2557194776448,-1.00205960178359,0.214655253253717,-4.66822771208483,3.03809072225722e-06,0.000177216711664102
"Lflavo2a003123",886.222966366866,-0.294186057963835,0.0760096363878669,-3.87037844073669,0.000108666531893715,0.00268717131893946
"Lflavo2a003130",1008.6413409672,-0.262672538755582,0.0562411440750566,-4.67046933478153,3.00512343528517e-06,0.000176343521670225
"Lflavo2a009108",4237.22516068132,-0.460222833331989,0.115328368335989,-3.99054317660343,6.59221464350604e-05,0.00186002888362383
"Lflavo2a009126",441.661116792115,-0.342949069368099,0.093814768694869,-3.65559787802212,0.000256583286876629,0.00521410585497669
"Lflavo2a009109",989.393537605918,-0.368503525578624,0.115841773664059,-3.1810936065886,0.00146720214069724,0.0199489875603497
"Lflavo2a005623",251.173560350899,-0.29925204593288,0.0819345895856701,-3.65232861293562,0.000259873034799636,0.00526196155714803
"Lflavo2a005368",2655.72391758697,-0.260742902481275,0.0684025533761896,-3.81188844000139,0.000137909120989278,0.00320259005445431
"Lflavo2a005584",1697.08815808032,-0.415930815197187,0.0975830592457181,-4.26232604728918,2.02309971162937e-05,0.000756677380963094
"Lflavo2a005496",90.4712060676978,-0.378756066538459,0.13035098690196,-2.90566320624276,0.00366475673703772,0.0394434334087674
"Lflavo2a005579",459.299992931269,-0.423883280992382,0.122062004001263,-3.4726882002363,0.000515273601318043,0.00888353783099316
"Lflavo2a005612",2189.43106982698,-0.387828043209303,0.115636589861106,-3.3538523029357,0.000796948894881462,0.0124094753230643
"Lflavo2a005402",326.009434906646,-0.358193423964619,0.0807707910398512,-4.43469005754681,9.22048455768052e-06,0.000423690674083132
"Lflavo2a005446",74.5493659583485,-0.766566088352964,0.227574002094545,-3.36842557277038,0.000755988050981564,0.0119872020816204
"Lflavo2a008115",129.933834921187,-0.514713401814558,0.108552501473045,-4.74160793007953,2.12028650705959e-06,0.000135626053957255
"Lflavo2a008116",61791.6179271529,-0.541374208899775,0.150331828204271,-3.60119487248008,0.000316758031652813,0.00607506289667354
"Lflavo2a008842",153.002239679106,-0.265731616482654,0.0755716339682069,-3.51628782559402,0.000437626283425866,0.00787028226646709
"Lflavo2a008896",34320.0943618806,-0.910747063673169,0.196342024676698,-4.63857426943025,3.50820867846312e-06,0.000199471784354232
"Lflavo2a008866",4147.34161619809,-0.509250749530695,0.0907530432234355,-5.61139033406198,2.00707466155147e-08,3.32288919702154e-06
"Lflavo2a008858",1598.09576307173,-0.364002725062334,0.0986819118508685,-3.6886468678518,0.000225449873233001,0.00471768526553369
"Lflavo2a008829",495.178198822412,-0.195036518925723,0.0641103300384025,-3.04220113683543,0.00234854905354735,0.028645682822141
